Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
	Klee Hood	Sarah		C	NY22	2023	8/21/2023	10053144
	Klee Hood	Sarah		X	NY22	2023	5/9/2023	30018270
Mr.	Knight	David		D	CA43	2023	12/20/2023	8220096
	Knott	Brad		C	NC13	2023	2/26/2024	10056335
	Knott	Brad		X	NC13	2023	12/6/2023	30019508
	Koslow	Michael		C	CA26	2023	8/9/2023	10055536
	Kramer	Anna Cheng		C	CA15	2023	1/24/2024	8220120
	Kramer	Anna Cheng		D	CA15	2023	10/19/2023	8220021
	Kramer	Anna Cheng		X	CA15	2023	11/3/2023	8220034
	Kramer	Timothy D.		C	PA16	2023	8/30/2023	10055548
	Kramer	Timothy D.		D	PA16	2023	8/29/2023	40003526
	Krautter	Joel		C	MT02	2023	1/11/2024	10056011
	Krautter	Joel		X	MT02	2023	10/11/2023	30019437
	Kroemer	Kurt		C	AZ01	2023	5/11/2023	10052809
	Kruttiventi	Vin		C	CA14	2023	11/27/2023	10056273
Dr.	Kumar	Anil		C	MI10	2023	12/15/2023	10056413
Hon.	Kustoff	David		P	TN08	2023	1/24/2023	8219339
Hon.	Kustoff	David		P	TN08	2023	3/7/2023	8219415
Hon.	Kustoff	David		P	TN08	2023	11/8/2023	8220037
Hon.	Kustoff	David		P	TN08	2023	11/30/2023	8220060
Hon.	Lamb	Conor		T	PA17	2023	1/20/2023	10050805
Hon.	Lamborn	Doug		P	CO05	2023	4/26/2023	8219485
Hon.	Lamborn	Doug		P	CO05	2023	6/23/2023	8219808
Hon.	Lamborn	Doug		P	CO05	2023	7/13/2023	8219834
Hon.	Lamborn	Doug		P	CO05	2023	8/29/2023	8219944
Hon.	Lamborn	Doug		P	CO05	2023	12/6/2023	8220068
Hon.	Langevin	James R.		P	RI02	2023	1/9/2023	20022212
Hon.	Langevin	James R.		T	RI02	2023	4/26/2023	10050747
Hon.	Langevin	James R.		X	RI02	2023	1/12/2023	30017732
	Lankenau	Steve		C	OH09	2023	8/15/2023	10052419
	Lankenau	Steve		X	OH09	2023	5/3/2023	30018065
Mr.	LARSEN	FLEMMING  STEEN		C	NV01	2023	5/18/2023	10053633
Mr.	LARSEN	FLEMMING  STEEN		X	NV01	2023	5/17/2023	30018756
Hon.	Larsen	Rick		P	WA02	2023	5/26/2023	20000807
Hon.	Larsen	Rick		P	WA02	2023	5/31/2023	20023043
Hon.	Larsen	Rick		P	WA02	2023	6/24/2023	20023204
Hon.	Larsen	Rick		P	WA02	2023	7/17/2023	20023345
Hon.	Larsen	Rick		P	WA02	2023	10/11/2023	20023834
Hon.	Larsen	Rick		P	WA02	2023	10/11/2023	20023835
	Laster	Justin		C	GA08	2023	2/11/2023	10050899
	Latimer	MacKenzie		C	TX31	2023	8/16/2023	10055708
Hon.	Latta	Robert E.		P	OH05	2023	2/5/2023	20022370
Hon.	Latta	Robert E.		P	OH05	2023	4/30/2023	20022811
Hon.	Latta	Robert E.		P	OH05	2023	6/2/2023	20023057
Hon.	Latta	Robert E.		P	OH05	2023	8/5/2023	20023449
Hon.	Latta	Robert E.		P	OH05	2023	10/21/2023	20023887
Hon.	Lawrence	Brenda Lulenar		T	MI14	2023	2/9/2023	10050833
	Lee	John		C	NV04	2023	12/13/2023	10056185
Hon.	Lee	Laurel Mrs		P	FL15	2023	6/1/2023	8219742
Hon.	Lee	Laurel Mrs		X	FL15	2023	4/14/2023	8219462
Hon.	Lee	Summer		X	PA12	2023	5/24/2023	8219604
Hon.	Lee	Susie		P	NV03	2023	5/12/2023	20022841
Hon.	Lee	Susie		P	NV03	2023	5/26/2023	20023000
Hon.	Lee	Susie		P	NV03	2023	10/10/2023	20023722
	Lehman	Matthew		X	KY04	2023	5/17/2023	30019019
	Leigh	Joseph		A	GA14	2023	12/19/2023	10056454
	Leigh	Joseph		A	GA14	2023	12/19/2023	10056456
	Leigh	Joseph		C	GA14	2023	12/19/2023	10056399
	Leighton	Mark		D	VA10	2023	11/21/2023	8220062
	Lenard	Willie James		C	AL02	2023	1/23/2024	10056414
	Lenard	Willie James		X	AL02	2023	12/27/2023	30019541
	Leon	Christopher		D	WI05	2023	5/25/2023	8219734
	Leon	Christopher		D	WI05	2023	7/26/2023	8219872
	Leonard	Gerry W.	Jr.	C	RI01	2023	7/7/2023	10055212
	Lerner	Kari		D	FL19	2023	12/4/2023	40003568
	Lesko	Debbie		P	AZ08	2023	1/13/2023	20022221
	Lesko	Debbie		P	AZ08	2023	3/27/2023	20022623
Hon.	Levin	Andy		T	MI09	2023	4/28/2023	10050792
Hon.	Levin	Andy		X	MI09	2023	1/24/2023	30017749
	Levinson	Eric L.		C	NC12	2023	9/13/2023	10055457
	Levinson	Eric L.		X	NC12	2023	8/28/2023	30019386
	Lewallen	Leslie		X	WA03	2023	5/23/2023	30019023
	Liccardo	Sam T.		C	CA16	2023	1/29/2024	10056665
	Liccione	John		C	FL13	2023	7/29/2023	10055396
	Limon	Santos M.		C	TX23	2023	11/17/2023	10056186
	Limon	Santos M.		X	TX23	2023	8/24/2023	8219935
	Lincoln	Kevin		A	CA09	2023	11/6/2023	10056166
	Lincoln	Kevin		C	CA09	2023	10/17/2023	10055970
	Lincoln	Kevin		X	CA09	2023	8/28/2023	8219946
	Linderman	Hank		C	KY02	2023	2/20/2024	10056162
	Linderman	Hank		X	KY02	2023	11/17/2023	30019465
	Lineberger	Ernest Robinson	III	C	TX26	2023	12/17/2023	10056417
	Lionheart	Amaro		A	FL14	2023	10/14/2023	10056035
	Lionheart	Amaro		C	FL14	2023	10/14/2023	10056034
Dr.	Litaker	Robin		C	AL07	2023	11/1/2023	10056139
	Lloyd	Tanya W.		D	TX27	2023	1/16/2024	40003585
	Lochner	Jill Andrea		C	NY21	2023	5/12/2023	10050910
Hon.	Lofgren	Zoe		P	CA18	2023	5/15/2023	20022637
Hon.	Lofgren	Zoe		P	CA18	2023	6/6/2023	20023083
Hon.	Long	Billy		T	MO07	2023	1/5/2023	8219325
	Lopez	Jazmin Nicole		C	CA42	2023	2/5/2024	10056726
	Lopez	Lesley		C	MD06	2023	7/3/2023	10055214
	Lopez	Raymond A.		C	IL04	2023	10/31/2023	10056076
	Lou	Bruce C.		C	CA11	2023	12/27/2023	10055934
	Lou	Bruce C.		X	CA11	2023	10/4/2023	30019423
	Love	John Benard	III	C	TX06	2023	8/14/2023	10055113
	Love	John Benard	III	X	TX06	2023	6/21/2023	30019229
	Lovelace	Jared Bryant		C	TX10	2023	11/3/2023	10056141
	Low	Evan		C	CA16	2023	2/3/2024	10056435
	Low	Evan		X	CA16	2023	12/18/2023	30019535
Hon.	Lowenthal	Alan S.		T	CA47	2023	4/19/2023	10050746
Hon.	Lowenthal	Alan S.		X	CA47	2023	1/12/2023	30017731
	Loyd	Eric Scott		D	TX27	2023	4/24/2023	8219479
	Loyd	Joshua		C	IL13	2023	4/21/2023	10052333
	Ludwig	Thomas Charles		C	NY03	2023	10/9/2023	10056010
Hon.	Luetkemeyer	Blaine		P	MO03	2023	1/10/2024	8220100
Hon.	Luria	Elaine		T	VA02	2023	2/2/2023	10050741
	Lutz	Mary Ann		C	CA31	2023	10/2/2023	10055250
	Lutz	Mary Ann		W		2023		8220018
	Lutz	Mary Ann		X	CA31	2023	7/18/2023	30019281
Mrs.	Ly	Francine		C	TX24	2023	7/26/2023	10054643
Mrs.	Ly	Francine		X	TX24	2023	5/17/2023	30018958
Hon.	Lynch	Stephen F.		P	MA08	2023	5/3/2023	20020981
	Lyras	Louis George		C	OH06	2023	5/5/2023	10053125
	MacEwen	Drew C.		C	WA06	2023	1/2/2024	10056457
	MacGuffie	Robert W.		C	CT04	2023	5/12/2023	10052358
	MacIe	Mara Heather		C	FL05	2023	12/17/2023	10056261
	MacIe	Mara Heather		X	FL05	2023	11/21/2023	30019487
	MacKenzie	Ryan Edward		C	PA07	2023	12/22/2023	10055783
	MacKenzie	Ryan Edward		X	PA07	2023	8/29/2023	8219948
	Maher	Patricia		C	NY04	2023	10/18/2023	10056052
	Maher	Patricia		D	NY04	2023	7/14/2023	8219849
	Mahesh	Kamal Al		C	TX24	2023	2/2/2024	10056702
	Maia-Cusick	Shirley		C	NJ03	2023	12/4/2023	10056350
	Majewski	JR		C	OH09	2023	5/15/2023	10054715
	Malamed	Zak		X	NY03	2023	6/9/2023	8219753
Hon.	Malinowski	Tom		T	NJ07	2023	2/6/2023	10050875
	Malki	Daniel		C	CA28	2023	3/29/2023	10051176
Hon.	Malliotakis	Nicole		P	NY11	2023	2/7/2023	8219352
Hon.	Malliotakis	Nicole		P	NY11	2023	3/23/2023	8219436
Hon.	Malliotakis	Nicole		P	NY11	2023	8/11/2023	8219904
Hon.	Malliotakis	Nicole		P	NY11	2023	8/11/2023	8219905
Hon.	Maloney	Carolyn B.		T	NY12	2023	2/1/2023	10050829
Hon.	Maloney	Sean Patrick		T	NY18	2023	5/31/2023	10050831
Hon.	Maloney	Sean Patrick		X	NY18	2023	1/26/2023	30017751
	Maloy	Celeste		C	UT02	2023	7/10/2023	10055234
Hon.	Mann	Tracey Robert		P	KS01	2023	5/26/2023	20022801
Hon.	Manning	Kathy		P	NC06	2023	1/10/2023	20022223
Hon.	Manning	Kathy		P	NC06	2023	4/11/2023	20022709
Hon.	Manning	Kathy		P	NC06	2023	5/19/2023	20022978
Hon.	Manning	Kathy		P	NC06	2023	8/2/2023	20023313
Hon.	Manning	Kathy		P	NC06	2023	9/8/2023	20023647
Hon.	Manning	Kathy		P	NC06	2023	12/6/2023	20024098
	Mannion	John W.		C	NY22	2023	11/10/2023	10056138
	Mannion	John W.		X	NY22	2023	8/24/2023	8219936
	Manuel	Mel Inari		C	LA01	2023	5/9/2023	10053437
	Maples	Chris		C	NC08	2023	1/8/2024	10056506
Mr.	Markey	Michael Jay		C	MI03	2023	5/11/2023	10053744
	Marlinga	Carl J.		C	MI10	2023	6/13/2023	10055025
	Marsella	Renee		C	FL14	2023	1/6/2024	10056255
Mr.	Marshall	Kouri		C	IL07	2023	11/17/2023	10055857
Mr.	Marshall	Kouri		X	IL07	2023	8/28/2023	8219945
Mr.	Marshall	Kouri		X	IL07	2023	9/28/2023	30019415
	Marter	James Thomas		C	IL14	2023	7/9/2023	10055246
Mr.	Martin	Isaiah		X	TX18	2023	10/13/2023	8220004
	Martin	Marshall		C	CA06	2023	9/20/2023	10055869
	Martinez	J. Emilio		C	CA30	2023	8/16/2023	10055709
	Martinez	J. Emilio		C	CA30	2023	12/22/2023	8220091
	Martinez	Tekesha		C	MD06	2023	8/8/2023	10055520
	Massey	Colleen Joan		C	GA02	2023	8/8/2023	10055525
	Masters	Blake		C	AZ08	2023	2/24/2024	10056215
	Masters	Blake		X	AZ08	2023	11/21/2023	30019478
	Mathys	Chris		C	CA22	2023	10/19/2023	10056058
	Matos	Sabina		C	RI01	2023	8/3/2023	10054765
	Matos	Sabina		X	RI01	2023	5/17/2023	30019018
	Matos	Sabina		X	RI01	2023	7/18/2023	30019341
	Matos	Sabina		X	RI01	2023	8/1/2023	30019365
Hon.	Matsui	Doris O.		P	CA07	2023	4/25/2023	20022771
Hon.	Matsui	Doris O.		P	CA07	2023	6/7/2023	20023060
Hon.	Matsui	Doris O.		P	CA07	2023	11/2/2023	20023891
Hon.	Matsui	Doris O.		P	CA07	2023	11/20/2023	20023987
	Mayberry	Ryan		C	NC05	2023	2/3/2024	10056692
	Mayfield	Darius		C	NJ12	2023	5/16/2023	10054792
	Mayo	Jordan Ashlee		C	MD03	2023	1/7/2024	10056537
	McBride	Sarah Elizabeth		C	DE00	2023	7/17/2023	10055319
Hon.	McCaul	Michael T.		P	TX10	2023	2/15/2023	8219384
Hon.	McCaul	Michael T.		P	TX10	2023	3/14/2023	8219432
Hon.	McCaul	Michael T.		P	TX10	2023	4/19/2023	8219469
Hon.	McCaul	Michael T.		P	TX10	2023	5/12/2023	8219522
Hon.	McCaul	Michael T.		P	TX10	2023	6/22/2023	8219799
Hon.	McCaul	Michael T.		P	TX10	2023	7/19/2023	8219845
Hon.	McCaul	Michael T.		P	TX10	2023	8/16/2023	8219921
Hon.	McCaul	Michael T.		P	TX10	2023	9/14/2023	8219971
Hon.	McCaul	Michael T.		P	TX10	2023	10/18/2023	8220010
Hon.	McCaul	Michael T.		P	TX10	2023	11/13/2023	8220046
Hon.	McCaul	Michael T.		P	TX10	2023	12/9/2023	8220078
Hon.	McCaul	Michael T.		P	TX10	2023	1/12/2024	8220106
	McClellan	Jennifer		C	VA04	2023	1/31/2023	10050813
	McClellan	Jennifer		X	VA04	2023	1/18/2023	8219329
Hon.	McClellan	Jennifer		P	VA04	2023	6/1/2023	20022895
	McConkey	Josh		C	NC13	2023	3/19/2023	10051105
	McCrackin	Curtis M.		C	CO03	2023	9/29/2023	10055956
	McDonough	Melissa A.		C	TX38	2023	2/7/2024	10056744
	McDow	Daniel		C	FL08	2023	7/2/2023	10055151
	McDowell	Addison		C	NC06	2023	2/4/2024	10056549
	McDowell	Addison		X	NC06	2023	1/17/2024	30019561
	McDowell	Jan		C	TX32	2023	5/31/2023	10054940
	McFeeters	Kenneth R.		C	AL06	2023	11/30/2023	10056325
Hon.	McGarvey	Morgan		P	KY03	2023	3/23/2023	20022526
Hon.	McGarvey	Morgan		P	KY03	2023	4/12/2023	20022656
Hon.	McGarvey	Morgan		P	KY03	2023	9/26/2023	20023739
Hon.	McGarvey	Morgan		P	KY03	2023	11/16/2023	20023977
	McGrath	Thomas Pierce		C	CA47	2023	1/29/2024	8220135
	McGrath	Thomas Pierce		X	CA47	2023	2/9/2024	8220140
	McGraw	Joe		C	IL17	2023	10/13/2023	10056027
Hon.	McKinley	David B.		T	WV01	2023	1/19/2023	10050740
	McLeod-Skinner	Jamie Eng		C	OR05	2023	8/9/2023	10055546
	McNerney	Christopher Michael		X	TX37	2023	12/18/2023	30019533
Hon.	McNerney	Jerry		T	CA09	2023	1/22/2023	10050789
	McQueen	Eldon Dan		C	TX00	2023	5/17/2023	10054818
Mr.	Medina	Ronald Razon		C	TX11	2023	1/7/2024	10056539
	Meeks	Janai S.O		C	CA01	2023	12/22/2023	10056472
	Melton	Ryan Michael Appleton		C	IA04	2023	7/21/2023	10055358
	Melvoin	Nick		C	CA30	2023	5/14/2023	10052718
	Mendoza	Jesus David		C	AZ03	2023	12/20/2023	10056464
Dr.	Mercado	O. Kent		C	IL11	2023	4/27/2023	10052590
	Mercuri	Robert W.		C	PA17	2023	12/12/2023	10055800
	Mercuri	Robert W.		X	PA17	2023	9/25/2023	30019413
Hon.	Meuser	Daniel		P	PA09	2023	3/30/2023	20022636
Hon.	Meuser	Daniel		P	PA09	2023	4/25/2023	20022791
Hon.	Meuser	Daniel		P	PA09	2023	6/3/2023	20023070
Hon.	Meuser	Daniel		P	PA09	2023	6/26/2023	20023212
Hon.	Meuser	Daniel		P	PA09	2023	9/14/2023	20023678
	Milan	Lawrence E.		D	CA18	2023	9/5/2023	40003528
	Miller	Adam Clay		C	OH15	2023	2/15/2024	10056513
	Miller	Adam Clay		X	OH15	2023	1/9/2024	30019554
	Miller	Brandon		C	GA07	2023	2/18/2023	10050934
Hon.	Miller	Carol Devine		P	WV01	2023	4/17/2023	20022751
Hon.	Miller	Carol Devine		P	WV01	2023	11/9/2023	20023947
Hon.	Miller	Carol Devine		P	WV01	2023	12/7/2023	20024109
Hon.	Miller	Carol Devine		P	WV03	2023	1/4/2023	20022224
Hon.	Miller	Max		G	OH07	2023	6/29/2023	8219818
Hon.	Miller	Max		P	OH07	2023	2/3/2023	8219356
Hon.	Miller	Max		P	OH07	2023	3/30/2023	8219442
Hon.	Miller	Max		P	OH07	2023	5/31/2023	8219743
Hon.	Miller	Max		P	OH07	2023	7/12/2023	20023296
Hon.	Miller	Max		P	OH07	2023	10/8/2023	20023822
Hon.	Miller	Max		P	OH07	2023	10/13/2023	20023851
Hon.	Miller	Max		P	OH07	2023	10/30/2023	20023911
Hon.	Miller	Max		P	OH07	2023	12/19/2023	20024175
Hon.	Miller	Max		P	OH07	2023	12/21/2023	20024189
	Mills	Grey		C	NC10	2023	2/4/2024	10056540
	Mills	Grey		X	NC10	2023	1/9/2024	30019560
	Min	Dave		C	CA47	2023	8/29/2023	10055650
Mr.	Mink	Austin James		D	IL10	2023	10/16/2023	40003543
	Mitchell	Christopher Douglas		C	CO05	2023	10/3/2023	10055977
	Moilanen	Daniel Burton		C	MI08	2023	2/9/2024	10056551
	Moilanen	Daniel Burton		X	MI08	2023	1/17/2024	30019571
	Monroe	Kate M.		C	CA49	2023	12/21/2023	8220090
	Monroe	Kate M.		X	CA49	2023	9/25/2023	8219980
	Montanez Berrios (Dmb)	Deliris		C	TX16	2023	7/14/2023	10054642
	Montanez Berrios (Dmb)	Deliris		X	TX16	2023	5/17/2023	30018952
	Montero	Maria		C	PA07	2023	10/30/2023	10055419
	Montero	Maria		X	PA07	2023	8/1/2023	30019366
	Moon	Clifford E.		C	WA07	2023	12/20/2023	10056270
Hon.	Moore	Felix Barry		P	AL02	2023	9/14/2023	20023711
	Moore	Michael B.		C	SC01	2023	8/11/2023	10052863
	Moore	Michael B.		X	SC01	2023	5/9/2023	30018175
	Moore	Scotty		X	FL09	2023	5/17/2023	30018597
	Moore	Tim		C	NC14	2023	1/31/2024	10056570
	Moore	Tim		X	NC14	2023	12/8/2023	8220071
	Morales	Eduardo		C	OR03	2023	2/29/2024	10056239
	Morales	Eduardo		X	OR03	2023	11/21/2023	30019481
	Morales	Jesus Andy		C	CA20	2023	5/13/2023	10054296
	Morales	Robert		C	NC02	2023	10/4/2023	10055979
	Morales	Robert		D	NC02	2023	10/4/2023	40003539
	Morgan	Adam		C	SC04	2023	3/12/2024	10056440
	Morgan	Adam		X	SC04	2023	12/18/2023	30019536
	Morrison	Kelly Louise		C	MN03	2023	3/6/2024	8220178
	Morrison	Kelly Louise		X	MN03	2023	12/6/2023	30019503
	Morse	Jessica		A	CA03	2023	10/6/2023	10056005
	Morse	Jessica		C	CA03	2023	10/6/2023	10055938
Hon.	Moskowitz	Jared		P	FL23	2023	3/10/2023	20022533
Hon.	Moskowitz	Jared		P	FL23	2023	4/12/2023	20022682
Hon.	Moskowitz	Jared		P	FL23	2023	5/12/2023	20022887
Hon.	Moskowitz	Jared		P	FL23	2023	10/12/2023	20023846
	Moss	Solomon David		C	CA50	2023	12/8/2023	10056377
Hon.	Moulton	Seth		P	MA06	2023	1/27/2023	20022261
Hon.	Moulton	Seth		P	MA06	2023	1/30/2023	20022343
Hon.	Moulton	Seth		P	MA06	2023	2/17/2023	20022451
Hon.	Moulton	Seth		P	MA06	2023	4/11/2023	20022611
Hon.	Moulton	Seth		P	MA06	2023	4/12/2023	20022724
Hon.	Moulton	Seth		P	MA06	2023	7/5/2023	20023219
Hon.	Moulton	Seth		P	MA06	2023	8/26/2023	20023528
Hon.	Moulton	Seth		P	MA06	2023	9/15/2023	20023624
Hon.	Mullin	Markwayne		E	OK02	2023	1/30/2023	8219375
	Munn	John		C	CA04	2023	12/29/2023	10056480
Hon.	Murphy	Stephanie		T	FL07	2023	2/10/2023	10050784
Hon.	Murphy	Stephanie		X	FL07	2023	1/31/2023	30017755
	Murphy	William		C	NY03	2023	5/18/2023	10054829
	Myers	Jonathon Paul		C	VA07	2023	10/17/2023	10056048
	Najera	Courtney Simone		D	CA30	2023	10/16/2023	8220026
Dr.	Nelson	James D.		C	PA17	2023	4/28/2023	10052675
	Nembhard	Travis		C	VA10	2023	1/11/2024	10056550
Hon.	Newhouse	Dan		P	WA04	2023	5/26/2023	20023020
Hon.	Newman	Marie		T	IL03	2023	1/27/2023	10050812
Mr.	Newsom	Kevin		C	TX02	2023	12/21/2023	10056469
Mr.	Newsom	Kevin		W		2023		8220097
	Nez	Jonathan Michael		A	AZ02	2023	12/15/2023	10056431
	Nez	Jonathan Michael		C	AZ02	2023	12/13/2023	10056217
	Nez	Jonathan Michael		X	AZ02	2023	11/21/2023	30019484
	Nguyen	Katrina		D	CO05	2023	12/4/2023	40003569
	Nguyen	Kim		C	CA45	2023	5/9/2023	10050884
	Nielson	Geoffrey Stokes		W	TN05	2023	11/7/2023	7912
	Nielson	Geoffrey Stokes		X	TN05	2023	9/7/2023	8219961
	Niemeyer	Randell C.		C	IN01	2023	1/29/2024	10056672
	Niemeyer	Randell C.		X	IN01	2023	11/3/2023	8220035
Hon.	Norton	Eleanor Holmes		P	DC00	2023	5/4/2023	20022858
Hon.	Norton	Eleanor Holmes		P	DC00	2023	7/11/2023	20023290
Hon.	Norton	Eleanor Holmes		P	DC00	2023	10/24/2023	20023893
Hon.	Norton	Eleanor Holmes		P	DC00	2023	12/28/2023	20024205
	Nouri	Preston		C	PA16	2023	8/11/2023	10053948
	Nouri	Preston		X	PA16	2023	5/17/2023	30018718
	Noveletsky	Hollie T.		A	NH01	2023	11/29/2023	10056319
	Noveletsky	Hollie T.		C	NH01	2023	11/25/2023	10056291
	Nytes	Aaron		C	WI03	2023	8/19/2023	10055678
	O'Brien	Michael		X	PA10	2023	10/11/2023	30019429
	O'Brien	Michael James		C	PA10	2023	1/4/2024	10055856
	O'Callaghan	Conor		C	AZ01	2023	10/30/2023	10055862
	O'Donnell	John Robert		X	AZ06	2023	6/28/2023	8219809
Hon.	O'Halleran	Tom		T	AZ01	2023	2/25/2023	8219411
	Ohtaki	Peter I.		C	CA16	2023	1/15/2024	10056593
	Olsen	Erik		C	WI02	2023	9/8/2023	8219960
	Omoruyi	Kenneth Ehiosu		X	TX07	2023	8/9/2023	30019371
	O'Shea	John		C	TX12	2023	8/12/2023	10053705
	O'Shea	John		X	TX12	2023	5/17/2023	30018457
	Padora	John J.	Jr.	C	CO04	2023	5/15/2023	10051969
	Pai	Aditya		C	CA45	2023	5/16/2023	10054254
Hon.	Palazzo	Steven M.		T	MS04	2023	1/15/2023	10050778
	Pan	David		A	CA46	2023	8/31/2023	10055778
	Pan	David		C	CA46	2023	8/28/2023	10055760
	Panayiotou	Christopher		D	TX32	2023	8/21/2023	40003518
	Pare	Erin		C	NC13	2023	9/28/2023	10055913
Mr.	Parrott	Neil Conrad		C	MD06	2023	7/28/2023	10055231
	Patel	Bhavini		C	PA12	2023	1/29/2024	10056067
	Patel	Bhavini		X	PA12	2023	10/24/2023	30019448
	Patwardhan	Niket		C	CA04	2023	12/8/2023	10056386
Hon.	Paulina Luna	Anna		G	FL13	2023	6/1/2023	8219749
Hon.	Paulina Luna	Anna		X	FL13	2023	5/24/2023	8219607
	Pautsch	David Alfred		C	IA01	2023	1/26/2024	10056664
	Peck	Timothy		C	IN09	2023	12/28/2023	10056389
	Peiffer	Matthew Brice		C	IN05	2023	1/2/2024	10056516
Hon.	Pelosi	Nancy		P	CA11	2023	1/25/2023	20022320
Hon.	Pelosi	Nancy		P	CA11	2023	4/6/2023	20022664
Hon.	Pelosi	Nancy		P	CA11	2023	6/6/2023	20023080
Hon.	Pelosi	Nancy		P	CA11	2023	6/22/2023	20023192
Hon.	Pelosi	Nancy		P	CA11	2023	12/21/2023	20024186
Hon.	Pelosi	Nancy		P	CA12	2023	1/12/2023	20022260
Dr.	Pennie	Demetrick Tre Dr		C	TX03	2023	5/10/2023	10051106
	Penzo	Clint		C	AR03	2023	2/2/2024	8220136
	Penzo	Clint		X	AR03	2023	2/9/2024	8220142
Hon.	Perlmutter	Ed		T	CO07	2023	1/26/2023	10050787
	Peters	John		C	FL14	2023	12/12/2023	10056404
Hon.	Peters	Scott H.		P	CA50	2023	2/13/2023	20022409
Hon.	Peters	Scott H.		P	CA50	2023	3/28/2023	20022633
Hon.	Peters	Scott H.		P	CA50	2023	4/13/2023	20022690
Hon.	Peters	Scott H.		P	CA50	2023	5/10/2023	20022900
Hon.	Peters	Scott H.		P	CA50	2023	6/13/2023	20023111
Hon.	Peters	Scott H.		P	CA50	2023	7/14/2023	20023277
Hon.	Peters	Scott H.		P	CA50	2023	8/12/2023	20023499
Hon.	Peters	Scott H.		P	CA50	2023	9/14/2023	20023664
Hon.	Peters	Scott H.		P	CA50	2023	10/13/2023	20023824
Hon.	Peters	Scott H.		P	CA50	2023	11/15/2023	20023998
Hon.	Peters	Scott H.		P	CA50	2023	12/14/2023	20024130
	Peterson	Lynn		C	OR05	2023	7/16/2023	10055262
	Peterson	Timothy L.		D	MN05	2023	9/29/2023	40003537
Hon.	Pettersen	Brittany Louise		X	CO07	2023	5/10/2023	8219543
	Pham	Jimmy D.		C	CA45	2023	5/15/2023	10054601
Hon.	Phillips	Dean		B	MN03	2023	2/13/2023	8219364
Hon.	Phillips	Dean		B	MN03	2023	5/2/2023	8219488
Hon.	Phillips	Dean		B	MN03	2023	5/19/2023	8219586
Hon.	Phillips	Dean		B	MN03	2023	5/19/2023	8219587
Hon.	Phillips	Dean		B	MN03	2023	7/28/2023	8219868
Hon.	Phillips	Dean		B	MN03	2023	10/20/2023	8220016
Hon.	Phillips	Dean		B	MN03	2023	10/24/2023	8220019
	Piccinini	Katherine		C	CA10	2023	12/18/2023	10055492
	Piccinini	Katherine		D	CA10	2023	8/7/2023	40003513
	Pilip	Mazi Melesa		A	NY03	2023	1/12/2024	10056571
	Pilip	Mazi Melesa		C	NY03	2023	1/10/2024	10056565
Hon.	Pingree	Chellie		P	ME01	2023	11/8/2023	20021327
Mr.	Pokharel	Adrian Ashish		C	VA10	2023	1/14/2024	10056564
Mr.	Pons	Michael Louis		D	GA11	2023	2/23/2024	40003609
	Portantino	Anthony		C	CA30	2023	4/26/2023	10051126
	Powell	Rhonda M.		C	MI10	2023	10/31/2023	10056130
	Prescott	Russell		C	NH01	2023	11/27/2023	10055746
	Prescott	Russell		X	NH01	2023	8/29/2023	30019393
Hon.	Price	David E.		A	NC04	2023	2/23/2023	10050955
Hon.	Price	David E.		T	NC04	2023	2/22/2023	10050824
Hon.	Price	David E.		X	NC04	2023	1/24/2023	30017750
	Pugh	Pamela L.		C	MI08	2023	1/30/2024	10056652
	Qarni	Atif		C	VA10	2023	12/15/2023	10056401
	Qarni	Atif		X	VA10	2023	12/18/2023	30019529
Mrs.	Quezada	Ana B.		A	RI01	2023	6/6/2023	10054999
Mrs.	Quezada	Ana B.		C	RI01	2023	5/31/2023	10054953
	Quinones	John		C	FL09	2023	1/10/2024	10056017
	Rahm	Tayler		C	MN02	2023	12/29/2023	8220089
Hon.	Ramirez	Delia		X	IL03	2023	5/24/2023	8219622
	Rapoport	Alan		D	OH11	2023	9/11/2023	8219981
	Rashid	Qasim		C	IL11	2023	8/2/2023	10055436
	Ratevosian	Jirair		C	CA30	2023	6/7/2023	10055002
	Recile	Rudy		C	CA08	2023	5/4/2023	10052287
Dr.	Reddy	Prasanth		C	KS03	2023	11/9/2023	10055619
Dr.	Reddy	Prasanth		X	KS03	2023	8/17/2023	30019383
	Regunberg	Aaron		C	RI01	2023	5/15/2023	10052861
	Reid	David		C	VA10	2023	12/14/2023	10056412
	Reid	David		X	VA10	2023	12/18/2023	30019531
Hon.	Rice	Kathleen		T	NY04	2023	1/30/2023	10050737
	Rice	Mark		C	IL08	2023	3/12/2024	10056453
	Rice	Mark		X	IL08	2023	12/27/2023	30019540
Hon.	Rice	Tom		T	SC07	2023	1/19/2023	10050802
	Richardson	Jerica		C	GA06	2023	9/15/2023	10055852
	Riebe	Kathleen		C	UT02	2023	10/9/2023	10055996
	Riebe	Kathleen		X	UT02	2023	7/12/2023	8219829
	Riedel	Craig		A	OH09	2023	7/10/2023	10055256
	Riedel	Craig		C	OH09	2023	5/10/2023	10051993
Mr.	Riehle	Ray A.		C	CA06	2023	9/9/2023	10055722
	Riley	Josh		C	NY19	2023	8/13/2023	10052103
	Riley	Josh		X	NY19	2023	4/24/2023	30017990
	Riley	Paul		C	VA05	2023	6/11/2023	10055026
